key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5337,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,MONKEY,C,z,m,./images/MONKEY.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.5337,,,,,,,,0,36,36,129,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5205,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,PICKLE,LB,m,m,./images/PICKLELB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.5205,,,,,,,,0,37,37,14,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7696,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,PARADE,LB,z,m,./images/PARADELB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.7696,,,,,,,,0,38,38,101,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.9369,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,BEARD,LB,m,m,./images/BEARDLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.9369,,,,,,,,0,39,39,2,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.3212,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,MIDGET,HB,z,m,./images/MIDGETHB.png,,,,,,,,,,,,,,,,,,,,,,z,1,1.3212,,,,,,,,0,40,40,160,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,2.9304,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,space,,,,,,ARROW,C,z,m,./images/ARROW.png,11.7474,,,,,,,,,,,,,,,,,,,,,m,0,2.9304,,,,,,,,0,41,41,153,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.7271,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,SLOPE,C,z,m,./images/SLOPE.png,,,,,,,,,,,,,,,,,,,,,,z,1,1.7271,,,,,,,,0,42,42,114,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.576,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,PEACH,LB,m,m,./images/PEACHLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.576,,,,,,,,0,43,43,35,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.631,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,SWEAT,C,m,m,./images/SWEAT.png,,,,,,,,,,,,,,,,,,,,,,m,1,1.631,,,,,,,,0,44,44,66,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5882,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,PASTA,LB,m,m,./images/PASTALB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.5882,,,,,,,,0,45,45,5,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8025,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,MUMMY,HB,z,m,./images/MUMMYHB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.8025,,,,,,,,0,46,46,130,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6806,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,MOTOR,HB,m,m,./images/MOTORHB.png,,,,,,,,,,,,,,,,,,,,,,z,0,0.6806,,,,,,,,0,47,47,13,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7077,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,PLANET,LB,z,m,./images/PLANETLB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.7077,,,,,,,,0,48,48,164,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6455,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,POODLE,C,m,m,./images/POODLE.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.6455,,,,,,,,0,49,49,81,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8581,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,SHELF,C,m,m,./images/SHELF.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.8581,,,,,,,,0,50,50,39,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.9502,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,PENCE,HB,m,m,./images/PENCEHB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.9502,,,,,,,,0,51,51,16,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.7257,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,PURSE,LB,m,m,./images/PURSELB.png,,,,,,,,,,,,,,,,,,,,,,z,0,1.7257,,,,,,,,0,52,52,62,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.0865,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,TULIP,LB,m,m,./images/TULIPLB.png,,,,,,,,,,,,,,,,,,,,,,z,0,1.0865,,,,,,,,0,53,53,8,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.9529,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,WHEEL,LB,z,m,./images/WHEELLB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.9529,,,,,,,,0,54,54,161,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6008,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,HEATER,LB,z,m,./images/HEATERLB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.6008,,,,,,,,0,55,55,140,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.735,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,WAGON,HB,z,m,./images/WAGONHB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.735,,,,,,,,0,56,56,91,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5996,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,BOXER,HB,z,m,./images/BOXERHB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.5996,,,,,,,,0,57,57,88,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6052,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,FINGER,C,m,m,./images/FINGER.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.6052,,,,,,,,0,58,58,3,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6592,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,SNACK,HB,m,m,./images/SNACKHB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.6592,,,,,,,,0,59,59,73,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.727,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,PLANK,HB,m,m,./images/PLANKHB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.727,,,,,,,,0,60,60,1,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.752,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,SPINE,LB,z,m,./images/SPINELB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.752,,,,,,,,0,61,61,149,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7043,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,PILOT,LB,z,m,./images/PILOTLB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.7043,,,,,,,,0,62,62,134,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.634,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,STREAM,LB,z,m,./images/STREAMLB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.634,,,,,,,,0,63,63,125,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5998,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,ENGINE,LB,z,m,./images/ENGINELB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.5998,,,,,,,,0,64,64,122,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7083,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,BONNET,LB,m,m,./images/BONNETLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.7083,,,,,,,,0,65,65,11,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5104,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,TIGER,HB,z,m,./images/TIGERHB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.5104,,,,,,,,0,66,66,121,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5765,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,POSTER,LB,z,m,./images/POSTERLB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.5765,,,,,,,,0,67,67,137,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6637,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,CLOWN,HB,z,m,./images/CLOWNHB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.6637,,,,,,,,0,68,68,106,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6836,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,BUBBLE,LB,z,m,./images/BUBBLELB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.6836,,,,,,,,0,69,69,155,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.67,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,CRUMB,LB,m,m,./images/CRUMBLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.67,,,,,,,,0,70,70,29,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5932,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,STATUE,C,z,m,./images/STATUE.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.5932,,,,,,,,0,71,71,150,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5599,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,PARCEL,C,z,m,./images/PARCEL.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.5599,,,,,,,,0,72,72,102,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7517,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,FENCE,LB,z,m,./images/FENCELB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.7517,,,,,,,,0,73,73,98,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7359,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,URINE,HB,m,m,./images/URINEHB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.7359,,,,,,,,0,74,74,70,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6082,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,CARPET,LB,m,m,./images/CARPETLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.6082,,,,,,,,0,75,75,53,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.0061,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,KIDNEY,C,m,m,./images/KIDNEY.png,,,,,,,,,,,,,,,,,,,,,,z,0,1.0061,,,,,,,,0,76,76,21,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.908,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,JUMPER,LB,z,m,./images/JUMPERLB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.908,,,,,,,,0,77,77,158,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5978,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,FOLDER,C,m,m,./images/FOLDER.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.5978,,,,,,,,0,78,78,42,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7003,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,SHIELD,C,z,m,./images/SHIELD.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.7003,,,,,,,,0,79,79,132,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8311,1,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,LLAMA,LB,z,m,./images/LLAMALB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.8311,,,,,,,,0,80,80,119,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6281,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,RHINO,C,m,m,./images/RHINO.png,,,,,,,,,,,,,,,,,,,,,,z,0,0.6281,,,,,,,,0,81,81,9,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.7213,0,,,,,,,,,,,,,,,,,,,,,,,,0.051851852,0.022222222,0,0,0,,,,,,,CHALK,HB,z,m,./images/CHALKHB.png,,,,,,,,,,,,,,,,,,,,,,m,0,1.7213,,,,,,,,0,82,82,109,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6901,1,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,space,,,,,,MALLET,LB,m,m,./images/MALLETLB.png,65.4776,,,,,,,,,,,,,,,,,,,,,m,1,0.6901,,,,,,,,0,83,83,50,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7507,0,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,MUSCLE,HB,m,m,./images/MUSCLEHB.png,,,,,,,,,,,,,,,,,,,,,,z,0,0.7507,,,,,,,,0,84,84,4,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7908,1,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,BROOM,C,z,m,./images/BROOM.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.7908,,,,,,,,0,85,85,162,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6052,0,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,BASKET,LB,z,m,./images/BASKETLB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.6052,,,,,,,,0,86,86,128,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7952,0,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,PEBBLE,HB,z,m,./images/PEBBLEHB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.7952,,,,,,,,0,87,87,166,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6736,1,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,INFANT,HB,m,m,./images/INFANTHB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.6736,,,,,,,,0,88,88,76,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6689,1,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,FALCON,HB,m,m,./images/FALCONHB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.6689,,,,,,,,0,89,89,28,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.608,0,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,SUNSET,HB,m,m,./images/SUNSETHB.png,,,,,,,,,,,,,,,,,,,,,,z,0,0.608,,,,,,,,0,90,90,82,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6141,1,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,COLLAR,C,z,m,./images/COLLAR.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.6141,,,,,,,,0,91,91,99,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.668,1,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,TORCH,LB,m,m,./images/TORCHLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.668,,,,,,,,0,92,92,68,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7276,0,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,PACKET,LB,m,m,./images/PACKETLB.png,,,,,,,,,,,,,,,,,,,,,,z,0,0.7276,,,,,,,,0,93,93,56,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6503,1,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,BRIDE,HB,z,m,./images/BRIDEHB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.6503,,,,,,,,0,94,94,148,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5643,0,,,,,,,,,,,,,,,,,,,,,,,,-0.178703704,-0.115740741,0,0,0,,,,,,,ONION,C,m,m,./images/ONION.png,,,,,,,,,,,,,,,,,,,,,,z,0,0.5643,,,,,,,,0,95,95,51,1
