key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.275,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,CRUMB,C,m,y,./images/CRUMB.png,,,,,,,,m,1,1.275,,,,,,,,0,73,73,29,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.108,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,POKER,LB,z,y,./images/POKERLB.png,,,,,,,,m,0,0.108,,,,,,,,0,74,74,151,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.295,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,CLOTH,C,z,y,./images/CLOTH.png,,,,,,,,m,0,0.295,,,,,,,,0,75,75,107,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.176,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,BIRTH,LB,m,y,./images/BIRTHLB.png,,,,,,,,z,0,0.176,,,,,,,,0,76,76,37,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.963,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,TRIPOD,HB,m,y,./images/TRIPODHB.png,,,,,,,,m,1,0.963,,,,,,,,0,77,77,54,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.592,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,BARREL,C,m,y,./images/BARREL.png,,,,,,,,m,1,0.592,,,,,,,,0,78,78,32,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.195,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,BOXER,LB,z,y,./images/BOXERLB.png,,,,,,,,m,0,1.195,,,,,,,,0,79,79,88,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.458,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,BLOKE,HB,z,y,./images/BLOKEHB.png,,,,,,,,m,0,0.458,,,,,,,,0,80,80,96,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.174,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,STREAM,C,z,y,./images/STREAM.png,,,,,,,,z,1,0.174,,,,,,,,0,81,81,125,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.409,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,CLOUD,C,z,y,./images/CLOUD.png,,,,,,,,m,0,0.409,,,,,,,,0,82,82,110,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.246,1,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.402222222,1,0,0,,,,,,,POODLE,HB,m,y,./images/POODLEHB.png,break_done_button,,,,,,,m,1,0.246,,,,,,,,0,83,83,81,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.126,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,FINGER,HB,m,y,./images/FINGERHB.png,,,,,,,,m,1,0.126,,,,,,,,0,84,84,3,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.126,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,SHORE,HB,m,y,./images/SHOREHB.png,,,,,,,,z,0,0.126,,,,,,,,0,85,85,12,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.328,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,WALNUT,HB,z,y,./images/WALNUTHB.png,,,,,,,,m,0,0.328,,,,,,,,0,86,86,84,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.56,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,STOOL,LB,z,y,./images/STOOLLB.png,,,,,,,,m,0,0.56,,,,,,,,0,87,87,127,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.16,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,GRAIN,HB,m,y,./images/GRAINHB.png,,,,,,,,m,1,0.16,,,,,,,,0,88,88,75,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.001,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,BEARD,C,m,y,./images/BEARD.png,,,,,,,,m,1,0.001,,,,,,,,0,89,89,2,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.031,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,SHIELD,HB,z,y,./images/SHIELDHB.png,,,,,,,,z,1,0.031,,,,,,,,0,90,90,132,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.001,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,PEACH,C,m,y,./images/PEACH.png,,,,,,,,m,1,0.001,,,,,,,,0,91,91,35,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.379,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,BISHOP,LB,z,y,./images/BISHOPLB.png,,,,,,,,m,0,0.379,,,,,,,,0,92,92,133,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.993,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,GRANNY,C,z,y,./images/GRANNY.png,,,,,,,,z,1,0.993,,,,,,,,0,93,93,104,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.776,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,MIDGET,LB,z,y,./images/MIDGETLB.png,,,,,,,,z,1,0.776,,,,,,,,0,94,94,160,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.974,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,MAMMAL,C,z,y,./images/MAMMAL.png,,,,,,,,z,1,0.974,,,,,,,,0,95,95,146,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.46,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,DESERT,LB,z,y,./images/DESERTLB.png,,,,,,,,z,1,1.46,,,,,,,,0,96,96,136,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.944,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,ATTIC,HB,m,y,./images/ATTICHB.png,,,,,,,,m,1,0.944,,,,,,,,0,97,97,27,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.693,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,HAMMER,HB,z,y,./images/HAMMERHB.png,,,,,,,,z,1,0.693,,,,,,,,0,98,98,159,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.207,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,WAGON,LB,z,y,./images/WAGONLB.png,,,,,,,,m,0,0.207,,,,,,,,0,99,99,91,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.041,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,BABOON,LB,m,y,./images/BABOONLB.png,,,,,,,,m,1,0.041,,,,,,,,0,100,100,58,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.04,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,THROAT,HB,m,y,./images/THROATHB.png,,,,,,,,m,1,0.04,,,,,,,,0,101,101,36,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.176,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,SPORT,HB,m,y,./images/SPORTHB.png,,,,,,,,m,1,0.176,,,,,,,,0,102,102,48,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.111,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,PARCEL,HB,z,y,./images/PARCELHB.png,,,,,,,,z,1,0.111,,,,,,,,0,103,103,102,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.363,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,CHERRY,HB,z,y,./images/CHERRYHB.png,,,,,,,,m,0,0.363,,,,,,,,0,104,104,138,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.11,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,CANDY,HB,z,y,./images/CANDYHB.png,,,,,,,,z,1,0.11,,,,,,,,0,105,105,123,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.093,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,BURIAL,C,m,y,./images/BURIAL.png,,,,,,,,z,0,0.093,,,,,,,,0,106,106,59,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.043,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,CANOE,LB,z,y,./images/CANOELB.png,,,,,,,,z,1,0.043,,,,,,,,0,107,107,142,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.002,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,STEAK,LB,z,y,./images/STEAKLB.png,,,,,,,,z,1,0.002,,,,,,,,0,108,108,115,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.074,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,GRAPE,LB,z,y,./images/GRAPELB.png,,,,,,,,m,0,0.074,,,,,,,,0,109,109,100,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.192,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,LAGOON,C,z,y,./images/LAGOON.png,,,,,,,,m,0,0.192,,,,,,,,0,110,110,131,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.042,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,SAUNA,HB,z,y,./images/SAUNAHB.png,,,,,,,,z,1,0.042,,,,,,,,0,111,111,117,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.01,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,SNAKE,LB,z,y,./images/SNAKELB.png,,,,,,,,z,1,0.01,,,,,,,,0,112,112,124,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.011,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,JUNGLE,C,m,y,./images/JUNGLE.png,,,,,,,,z,0,0.011,,,,,,,,0,113,113,83,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.112,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,SWEAT,HB,m,y,./images/SWEATHB.png,,,,,,,,m,1,0.112,,,,,,,,0,114,114,66,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.137,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,HOCKEY,C,z,y,./images/HOCKEY.png,,,,,,,,z,1,0.137,,,,,,,,0,115,115,116,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.042,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,BRIDE,LB,z,y,./images/BRIDELB.png,,,,,,,,m,0,0.042,,,,,,,,0,116,116,148,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.235,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,TOWEL,LB,z,y,./images/TOWELLB.png,,,,,,,,m,0,0.235,,,,,,,,0,117,117,85,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.091,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,JUMPER,C,z,y,./images/JUMPER.png,,,,,,,,m,0,0.091,,,,,,,,0,118,118,158,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.559,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,ARROW,HB,z,y,./images/ARROWHB.png,,,,,,,,m,0,0.559,,,,,,,,0,119,119,153,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.041,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,SAUCE,HB,z,y,./images/SAUCEHB.png,,,,,,,,m,0,0.041,,,,,,,,0,120,120,135,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.391,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,CRATER,HB,z,y,./images/CRATERHB.png,,,,,,,,z,1,0.391,,,,,,,,0,121,121,87,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.375,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,CEMENT,C,m,y,./images/CEMENT.png,,,,,,,,m,1,0.375,,,,,,,,0,122,122,74,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.276,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,INFANT,LB,m,y,./images/INFANTLB.png,,,,,,,,z,0,0.276,,,,,,,,0,123,123,76,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.294,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,DOUGH,LB,m,y,./images/DOUGHLB.png,,,,,,,,m,1,0.294,,,,,,,,0,124,124,19,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.076,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,space,,,,,,BROOM,HB,z,y,./images/BROOMHB.png,,0.63,,,,,,z,1,0.076,,,,,,,,0,125,125,162,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.086,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,MOOSE,HB,m,y,./images/MOOSEHB.png,,,,,,,,m,1,0.086,,,,,,,,0,126,126,57,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.67,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,MUMMY,LB,z,y,./images/MUMMYLB.png,,,,,,,,z,1,0.67,,,,,,,,0,127,127,130,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.308,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,PACKET,C,m,y,./images/PACKET.png,,,,,,,,z,0,0.308,,,,,,,,0,128,128,56,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.079,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,FLASK,HB,z,y,./images/FLASKHB.png,,,,,,,,z,1,0.079,,,,,,,,0,129,129,156,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.192,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,CHAIN,HB,z,y,./images/CHAINHB.png,,,,,,,,m,0,0.192,,,,,,,,0,130,130,126,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,PICKLE,C,m,y,./images/PICKLE.png,,,,,,,,z,0,0,,,,,,,,0,131,131,14,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.127,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,SWING,LB,m,y,./images/SWINGLB.png,,,,,,,,m,1,0.127,,,,,,,,0,132,132,40,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.062,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,DRUMS,LB,m,y,./images/DRUMSLB.png,,,,,,,,m,1,0.062,,,,,,,,0,133,133,49,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.127,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,URINE,LB,m,y,./images/URINELB.png,,,,,,,,z,0,0.127,,,,,,,,0,134,134,70,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.175,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,VALLEY,C,z,y,./images/VALLEY.png,,,,,,,,m,0,0.175,,,,,,,,0,135,135,152,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.108,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,BANNER,LB,m,y,./images/BANNERLB.png,,,,,,,,z,0,0.108,,,,,,,,0,136,136,52,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.391,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,FOLDER,HB,m,y,./images/FOLDERHB.png,,,,,,,,z,0,0.391,,,,,,,,0,137,137,42,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.142,1,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,PEBBLE,LB,z,y,./images/PEBBLELB.png,,,,,,,,z,1,0.142,,,,,,,,0,138,138,166,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.293,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,STORM,HB,m,y,./images/STORMHB.png,,,,,,,,z,0,0.293,,,,,,,,0,139,139,30,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.075,0,,,,,,,,,,,,,,,,,,,,,,,,-0.012222222,-0.405555556,0,0,0,,,,,,,COUCH,C,m,y,./images/COUCH.png,,,,,,,,z,0,0.075,,,,,,,,0,140,140,77,1
